ID,GAME,RATING,TIME,MIN PLAYERS,MAX PLAYERS,REC PLAYERS,MECHANICS,DEMO,WANTS TO PLAY,OWNS,PLAYED,BGG LINK
171835,Posthuman,6.64883,120,1,4,3,"Dice Rolling, Modular Board, Partnerships, Role Playing, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/171835
110524,"Goblins, Inc.",6.47173,60,2,4,4,"Dice Rolling, Partnerships, Tile Placement",,,,,https://boardgamegeek.com/boardgame/110524
176963,Dadaocheng,6.86921,45,1,4,2,"Dice Rolling, Pattern Building, Pattern Recognition",,,,,https://boardgamegeek.com/boardgame/176963
179630,Face Chase,5.1,10,2,5,,"Pattern Building, Pattern Recognition, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/179630
73439,Troyes,7.77098,90,2,4,3,"Area Control / Area Influence, Dice Rolling, Worker Placement",,,,,https://boardgamegeek.com/boardgame/73439
99,Fortress America,6.69047,180,2,4,4,"Area Movement, Dice Rolling",,,,,https://boardgamegeek.com/boardgame/99
104162,Descent: Journeys in the Dark (Second Edition),7.75398,120,2,5,5,"Action Point Allowance System, Dice Rolling, Grid Movement, Hand Management, Modular Board, Partnerships, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/104162
174078,Holmes: Sherlock & Mycroft,6.99787,30,2,2,2,"Card Drafting, Hand Management, Set Collection, Worker Placement",,,,,https://boardgamegeek.com/boardgame/174078
128554,Vlusp,6.70599,45,2,5,2,"Hand Management, Tile Placement",,,,,https://boardgamegeek.com/boardgame/128554
59753,Priests of Ra,6.8674,60,2,5,4,"Auction/Bidding, Press Your Luck, Set Collection",,,,,https://boardgamegeek.com/boardgame/59753
29368,Last Night on Earth: The Zombie Game,6.99403,90,2,6,5,"Dice Rolling, Hand Management, Modular Board, Partnerships, Roll / Spin and Move, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/29368
93,El Grande,7.7882,120,2,5,5,"Area Control / Area Influence, Area Movement, Auction/Bidding, Card Drafting, Hand Management, Memory, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/93
167791,Terraforming Mars,8.38659,120,1,5,3,"Card Drafting, Hand Management, Set Collection, Tile Placement, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/167791
146158,New Haven,6.52909,60,2,4,2,Tile Placement,,,,,https://boardgamegeek.com/boardgame/146158
4174,Lifeboat,6.36539,60,4,6,6,"Hand Management, Partnerships, Player Elimination, Secret Unit Deployment, Set Collection, Trading, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/4174
114438,"But Wait, There's More!",6.80692,30,3,10,5,"Acting, Storytelling",,,,,https://boardgamegeek.com/boardgame/114438
89222,Bloodsuckers,5.64183,120,2,4,2,"Action Point Allowance System, Area Control / Area Influence, Hand Management, Partnerships, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/89222
176565,Ninja Camp,6.91148,30,2,4,2,"Hand Management, Modular Board, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/176565
176564,Scoundrel Society,6.75636,45,2,5,4,"Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection, Take That",,,,,https://boardgamegeek.com/boardgame/176564
155821,Inis,7.82299,90,2,4,4,"Area Control / Area Influence, Area Movement, Card Drafting, Hand Management, Memory, Modular Board, Tile Placement, Variable Phase Order",,,,,https://boardgamegeek.com/boardgame/155821
153938,Camel Up,7.0844,30,2,8,4,"Betting/Wagering, Dice Rolling, Roll / Spin and Move",,,,,https://boardgamegeek.com/boardgame/153938
5221,Quantum,6.13462,20,2,2,2,,,,,,https://boardgamegeek.com/boardgame/5221
146278,Tash-Kalar: Arena of Legends,7.23632,60,2,4,2,"Area Control / Area Influence, Grid Movement, Hand Management, Partnerships, Pattern Building, Tile Placement, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/146278
194301,Riftwalker: A Storm Hollow Card Game,6.80634,60,2,4,2,"Hand Management, Pattern Building, Take That, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/194301
166443,Sing it!,6.21667,20,2,10,6,"Partnerships, Singing, Time Track",,,,,https://boardgamegeek.com/boardgame/166443
37046,Ghost Stories,7.3724,60,1,4,4,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/37046
15818,Pickomino,6.54349,20,2,7,4,"Dice Rolling, Press Your Luck",,,,,https://boardgamegeek.com/boardgame/15818
133063,The Lord of the Rings: The Complete Trilogy  Adventure Board Game,3.5925,180,2,10,6,"Co-operative Play, Dice Rolling, Modular Board, Pick-up and Deliver, Role Playing, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/133063
70323,King of Tokyo,7.26264,30,2,6,4,"Area Control / Area Influence, Card Drafting, Dice Rolling, Player Elimination, Press Your Luck",,,,,https://boardgamegeek.com/boardgame/70323
155636,Level 7 [Invasion],7.01472,240,3,5,5,"Area Control / Area Influence, Co-operative Play, Dice Rolling, Trading",,,,,https://boardgamegeek.com/boardgame/155636
146579,Quilt Show,6.48579,45,2,4,4,"Card Drafting, Pattern Building, Set Collection, Tile Placement",,,,,https://boardgamegeek.com/boardgame/146579
46396,Ubongo 3-D,7.16067,30,2,4,4,,,,,,https://boardgamegeek.com/boardgame/46396
925,Werewolf,6.60245,60,8,24,13,"Partnerships, Player Elimination, Role Playing, Variable Player Powers, Voting",,,,,https://boardgamegeek.com/boardgame/925
202408,Adrenaline,7.22835,60,3,5,4,"Action Point Allowance System, Area Control / Area Influence, Card Drafting, Grid Movement, Hand Management",,,,,https://boardgamegeek.com/boardgame/202408
92828,Dixit: Odyssey,7.49815,30,3,12,6,"Partnerships, Simultaneous Action Selection, Storytelling, Voting",,,,,https://boardgamegeek.com/boardgame/92828
120316,Nine Worlds,6.6051,90,2,6,4,"Area Movement, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/120316
92044,Dungeons & Dragons: Conquest of Nerath Board Game,6.94991,240,2,4,4,"Dice Rolling, Partnerships",,,,,https://boardgamegeek.com/boardgame/92044
15817,Manila,7.01524,60,3,5,4,"Auction/Bidding, Betting/Wagering, Commodity Speculation, Dice Rolling, Worker Placement",,,,,https://boardgamegeek.com/boardgame/15817
158774,Psychological Warfare,6.42395,30,2,4,4,"Hand Management, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/158774
179820,Tail Feathers,7.35775,90,2,4,2,"Action / Movement Programming, Dice Rolling",,,,,https://boardgamegeek.com/boardgame/179820
559,Metro,6.38471,30,2,6,2,"Route/Network Building, Tile Placement",,,,,https://boardgamegeek.com/boardgame/559
100901,Flash Point: Fire Rescue,7.25597,45,2,6,4,"Action Point Allowance System, Co-operative Play, Dice Rolling, Grid Movement, Pick-up and Deliver, Simulation, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/100901
137269,Spyrium,7.14324,75,2,5,4,Worker Placement,,,,,https://boardgamegeek.com/boardgame/137269
98778,Hanabi,7.17098,25,2,5,4,"Co-operative Play, Hand Management, Memory, Set Collection",,,,,https://boardgamegeek.com/boardgame/98778
555,The Princes of Florence,7.56567,100,2,5,5,"Auction/Bidding, Tile Placement",,,,,https://boardgamegeek.com/boardgame/555
19526,Elasund: The First City,6.66388,90,2,4,4,"Area Enclosure, Dice Rolling, Hand Management, Set Collection, Tile Placement",,,,,https://boardgamegeek.com/boardgame/19526
551,Battle Cry,7.15916,45,2,2,2,"Dice Rolling, Hand Management, Modular Board",,,,,https://boardgamegeek.com/boardgame/551
165948,Mangrovia,7.2051,75,2,5,4,"Area Control / Area Influence, Hand Management, Variable Phase Order, Worker Placement",,,,,https://boardgamegeek.com/boardgame/165948
553,Chez Geek,5.73151,60,2,5,5,"Set Collection, Take That, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/553
17946,Double Take,4,0,0,0,,,,,,,https://boardgamegeek.com/boardgame/17946
54043,Jaipur,7.53169,30,2,2,2,"Card Drafting, Hand Management, Set Collection",,,,,https://boardgamegeek.com/boardgame/54043
148228,Splendor,7.50158,30,2,4,3,"Card Drafting, Set Collection",,,,,https://boardgamegeek.com/boardgame/148228
12942,No Thanks!,7.04349,20,3,7,5,"Auction/Bidding, Press Your Luck, Set Collection",,,,,https://boardgamegeek.com/boardgame/12942
180906,Portal of Morth,6.89606,180,1,4,3,"Co-operative Play, Dice Rolling, Grid Movement, Take That, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/180906
175914,Food Chain Magnate,8.22404,240,2,5,3,"Card Drafting, Deck / Pool Building, Modular Board, Route/Network Building, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/175914
171905,Orlans: Deluxe Edition,8.38899,90,2,5,4,"Card Drafting, Deck / Pool Building, Point to Point Movement",,,,,https://boardgamegeek.com/boardgame/171905
123499,City of Iron,7.29599,120,2,4,4,"Action Point Allowance System, Area Control / Area Influence, Card Drafting, Deck / Pool Building, Hand Management, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/123499
161926,Dead Drop,6.46012,10,2,4,3,"Hand Management, Memory, Trading",,,,,https://boardgamegeek.com/boardgame/161926
3348,Santa Fe Rails,6.81953,60,2,5,4,"Card Drafting, Route/Network Building, Simultaneous Action Selection, Stock Holding",,,,,https://boardgamegeek.com/boardgame/3348
166202,Bomb Squad Academy,6.47593,20,2,5,4,"Hand Management, Press Your Luck, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/166202
144733,Russian Railroads,7.80152,120,2,4,4,Worker Placement,,,,,https://boardgamegeek.com/boardgame/144733
41569,The Great Fire of London 1666,6.52629,120,3,6,4,"Action Point Allowance System, Area Movement, Simulation",,,,,https://boardgamegeek.com/boardgame/41569
143176,Steam Works,7.11365,120,2,5,3,"Card Drafting, Tile Placement, Variable Player Powers, Worker Placement",,,,,https://boardgamegeek.com/boardgame/143176
131332,Berserk: War of the Realms,6.46202,60,2,4,2,"Area Movement, Dice Rolling, Hand Management, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/131332
129459,Duel of Ages II,7.50154,150,2,8,2,"Grid Movement, Hex-and-Counter, Modular Board, Partnerships, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/129459
31730,Chicago Express,7.22915,60,2,6,4,"Auction/Bidding, Route/Network Building, Stock Holding",,,,,https://boardgamegeek.com/boardgame/31730
1,Die Macher,7.64881,240,3,5,5,"Area Control / Area Influence, Auction/Bidding, Dice Rolling, Hand Management, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/1
172287,Champions of Midgard,7.7816,90,2,4,4,"Dice Rolling, Set Collection, Variable Player Powers, Worker Placement",,,,,https://boardgamegeek.com/boardgame/172287
205080,Dragons & Chickens,6.31032,20,2,5,3,"Pattern Recognition, Simultaneous Action Selection, Take That",,,,,https://boardgamegeek.com/boardgame/205080
109125,Wallenstein (second edition),7.6557,120,2,5,5,"Action / Movement Programming, Action Point Allowance System, Area Control / Area Influence, Area Movement, Simultaneous Action Selection, Variable Phase Order",,,,,https://boardgamegeek.com/boardgame/109125
137649,Level 7 [Omega Protocol],7.53399,90,2,6,4,"Action Point Allowance System, Dice Rolling, Modular Board, Partnerships, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/137649
177048,Barking Up The Wrong Tree,5.96419,30,2,5,4,"Hand Management, Set Collection",,,,,https://boardgamegeek.com/boardgame/177048
277,Res Publica,5.94821,60,3,5,4,"Set Collection, Trading",,,,,https://boardgamegeek.com/boardgame/277
12493,Twilight Imperium (Third Edition),7.89326,240,3,6,6,"Action Point Allowance System, Area-Impulse, Dice Rolling, Modular Board, Tile Placement, Trading, Variable Phase Order, Variable Player Powers, Voting",,,,,https://boardgamegeek.com/boardgame/12493
25491,Alhambra: The Dice Game,6.1962,60,2,6,4,"Dice Rolling, Set Collection",,,,,https://boardgamegeek.com/boardgame/25491
170,Family Business,6.10231,30,2,6,6,"Hand Management, Player Elimination, Take That",,,,,https://boardgamegeek.com/boardgame/170
120217,City of Horror,6.74441,90,3,6,6,"Area Movement, Simultaneous Action Selection, Voting",,,,,https://boardgamegeek.com/boardgame/120217
166384,Spyfall,7.06406,15,3,8,6,"Acting, Memory, Role Playing, Voting",,,,,https://boardgamegeek.com/boardgame/166384
12495,Fire & Axe: A Viking Saga,7.01894,90,2,5,4,"Action Point Allowance System, Area Movement, Dice Rolling, Pick-up and Deliver",,,,,https://boardgamegeek.com/boardgame/12495
185589,Islebound,7.32286,120,2,4,4,"Area Control / Area Influence, Area Movement, Modular Board",,,,,https://boardgamegeek.com/boardgame/185589
140,Pit,6.40365,90,3,8,8,"Set Collection, Trading",,,,,https://boardgamegeek.com/boardgame/140
21790,Thurn and Taxis,7.12054,60,2,4,4,"Card Drafting, Hand Management, Route/Network Building, Set Collection",,,,,https://boardgamegeek.com/boardgame/21790
195856,Bloodborne: The Card Game,6.98434,45,3,5,5,"Card Drafting, Dice Rolling, Hand Management, Press Your Luck, Set Collection, Simultaneous Action Selection, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/195856
124361,Concordia,8.07513,100,2,5,4,"Card Drafting, Deck / Pool Building, Hand Management, Point to Point Movement",,,,,https://boardgamegeek.com/boardgame/124361
154246,La Isla,6.94306,60,2,4,4,"Action / Movement Programming, Area Enclosure, Hand Management, Modular Board, Set Collection, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/154246
39351,Automobile,7.36159,120,3,5,5,"Commodity Speculation, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/39351
208895,New York Slice,6.88593,30,2,6,4,"Area Control / Area Influence, Set Collection",,,,,https://boardgamegeek.com/boardgame/208895
2507,Libert,7.17472,120,3,6,4,"Area Control / Area Influence, Auction/Bidding, Card Drafting, Hand Management",,,,,https://boardgamegeek.com/boardgame/2507
12281,Versailles,5.74516,15,2,6,,,,,,,https://boardgamegeek.com/boardgame/12281
1382,Winner's Circle,6.96585,60,2,6,6,"Betting/Wagering, Roll / Spin and Move",,,,,https://boardgamegeek.com/boardgame/1382
36522,2 de Mayo,6.95825,20,2,2,2,"Area Movement, Hand Management, Paper-and-Pencil, Simulation, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/36522
115098,Quarriors! Quarmageddon,7.39131,30,2,4,4,"Deck / Pool Building, Dice Rolling",,,,,https://boardgamegeek.com/boardgame/115098
132531,Roll for the Galaxy,7.77524,45,2,5,3,"Deck / Pool Building, Dice Rolling, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/132531
24485,Take Your Best Shot,6.02708,20,3,5,4,,,,,,https://boardgamegeek.com/boardgame/24485
133848,Euphoria: Build a Better Dystopia,7.30637,60,2,6,4,"Dice Rolling, Hand Management, Set Collection, Variable Player Powers, Worker Placement",,,,,https://boardgamegeek.com/boardgame/133848
24480,The Pillars of the Earth,7.31475,120,2,4,4,Worker Placement,,,,,https://boardgamegeek.com/boardgame/24480
66188,Fresco,7.32034,60,2,4,4,"Action / Movement Programming, Grid Movement, Set Collection, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/66188
170146,Dark Seas,6.26923,45,2,4,3,"Dice Rolling, Partnerships, Tile Placement",,,,,https://boardgamegeek.com/boardgame/170146
36919,Imhotep,6.16667,0,2,5,,"Set Collection, Tile Placement",,,,,https://boardgamegeek.com/boardgame/36919
158534,Bring Out Yer Dead,6.42292,45,2,5,4,"Action / Movement Programming, Area Control / Area Influence, Card Drafting, Set Collection",,,,,https://boardgamegeek.com/boardgame/158534
204605,Unicornus Knights,7.19798,90,2,6,3,"Co-operative Play, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/204605
146508,T.I.M.E Stories,7.88103,240,2,4,4,"Co-operative Play, Dice Rolling, Role Playing, Storytelling, Time Track, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/146508
146388,Ender's Game: Battle School,6.05594,45,2,2,2,"Dice Rolling, Grid Movement, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/146388
42215,Tobago,7.13049,60,2,4,4,"Grid Movement, Hand Management, Modular Board, Press Your Luck",,,,,https://boardgamegeek.com/boardgame/42215
161614,Stockpile,7.59812,45,2,5,5,"Auction/Bidding, Card Drafting, Stock Holding, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/161614
133473,Sushi Go!,7.1116,15,2,5,4,"Card Drafting, Hand Management, Set Collection, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/133473
119890,Agricola: All Creatures Big and Small,7.46102,30,2,2,2,"Area Enclosure, Tile Placement, Worker Placement",,,,,https://boardgamegeek.com/boardgame/119890
148949,Istanbul,7.62579,60,2,5,4,"Dice Rolling, Grid Movement, Modular Board, Pick-up and Deliver",,,,,https://boardgamegeek.com/boardgame/148949
157403,Black Fleet,7.0708,60,3,4,4,"Area Movement, Pick-up and Deliver, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/157403
25613,Through the Ages: A Story of Civilization,8.0247,240,2,4,3,"Action Point Allowance System, Auction/Bidding, Card Drafting, Hand Management",,,,,https://boardgamegeek.com/boardgame/25613
2532,New York,6.09216,90,2,5,4,Hand Management,,,,,https://boardgamegeek.com/boardgame/2532
129622,Love Letter,7.27952,20,2,4,4,"Hand Management, Player Elimination",,,,,https://boardgamegeek.com/boardgame/129622
153064,Good Cop Bad Cop,6.73122,20,4,8,6,"Hand Management, Memory, Partnerships, Player Elimination, Take That",,,,,https://boardgamegeek.com/boardgame/153064
193628,J'Accuse!,5.81918,60,3,6,6,"Memory, Simultaneous Action Selection, Take That, Voting",,,,,https://boardgamegeek.com/boardgame/193628
148943,Coup: Rebellion G54,7.11848,15,3,6,5,"Player Elimination, Take That, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/148943
165959,Jolly Roger: The Game of Piracy & Mutiny,6.39939,30,4,10,7,"Hand Management, Voting",,,,,https://boardgamegeek.com/boardgame/165959
875,Roads & Boats,7.74068,240,1,4,2,"Grid Movement, Line Drawing, Modular Board, Pick-up and Deliver, Route/Network Building",,,,,https://boardgamegeek.com/boardgame/875
152767,Conquest of Speros,6.09452,30,2,4,4,"Area Control / Area Influence, Area Movement, Hand Management, Set Collection",,,,,https://boardgamegeek.com/boardgame/152767
2651,Power Grid,7.91135,120,2,6,4,"Auction/Bidding, Route/Network Building",,,,,https://boardgamegeek.com/boardgame/2651
163092,Warhammer: Conquest of the New World,6,120,2,0,,"Dice Rolling, Simulation, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/163092
1308,Confusion,5.3199,20,2,5,4,,,,,,https://boardgamegeek.com/boardgame/1308
203035,Gem Trader,5.9,0,2,4,,"Auction/Bidding, Commodity Speculation",,,,,https://boardgamegeek.com/boardgame/203035
2348,Lotus,5.38411,20,2,4,2,,,,,,https://boardgamegeek.com/boardgame/2348
180592,Steam Time,7.25639,90,2,4,4,"Card Drafting, Modular Board, Worker Placement",,,,,https://boardgamegeek.com/boardgame/180592
65889,Seven Card Samurai,5.55845,30,2,8,4,"Campaign / Battle Card Driven, Hand Management, Set Collection",,,,,https://boardgamegeek.com/boardgame/65889
161936,Pandemic Legacy: Season 1,8.6614,60,2,4,4,"Action Point Allowance System, Co-operative Play, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/161936
53093,Heroes of Normandie,7.57278,60,2,2,2,"Action / Movement Programming, Dice Rolling, Grid Movement, Hand Management, Modular Board, Simulation, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/53093
164928,Orlans,8.07909,90,2,4,4,"Deck / Pool Building, Point to Point Movement, Worker Placement",,,,,https://boardgamegeek.com/boardgame/164928
111732,Kings of Air and Steam,6.93135,90,2,7,4,"Action / Movement Programming, Pick-up and Deliver, Route/Network Building, Simultaneous Action Selection, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/111732
193210,Dice Stars,6.80628,25,1,4,2,"Deck / Pool Building, Dice Rolling, Press Your Luck",,,,,https://boardgamegeek.com/boardgame/193210
492,Aladdin's Dragons,6.9213,90,3,5,5,"Auction/Bidding, Set Collection, Worker Placement",,,,,https://boardgamegeek.com/boardgame/492
196305,Guildhall Fantasy: Alliance,7.34703,45,2,4,2,"Hand Management, Set Collection, Take That",,,,,https://boardgamegeek.com/boardgame/196305
149459,Assaultous,6.78235,30,2,2,,"Area Control / Area Influence, Dice Rolling, Modular Board",,,,,https://boardgamegeek.com/boardgame/149459
180198,Rolling America,6.49539,15,1,99,2,"Dice Rolling, Paper-and-Pencil",,,,,https://boardgamegeek.com/boardgame/180198
146886,La Granja,7.74324,120,1,4,4,"Area Control / Area Influence, Dice Rolling, Hand Management, Simultaneous Action Selection, Variable Player Powers, Worker Placement",,,,,https://boardgamegeek.com/boardgame/146886
6472,A Game of Thrones (first edition),7.26936,180,3,5,5,"Area Movement, Auction/Bidding, Hand Management, Memory, Player Elimination, Simultaneous Action Selection, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/6472
121295,Coven,5.85114,60,3,5,4,,,,,,https://boardgamegeek.com/boardgame/121295
177815,Burger Boss,6.57299,90,3,5,4,"Dice Rolling, Simulation, Worker Placement",,,,,https://boardgamegeek.com/boardgame/177815
53953,Thunderstone,6.98556,60,1,5,3,"Card Drafting, Deck / Pool Building, Hand Management",,,,,https://boardgamegeek.com/boardgame/53953
6249,Alhambra,7.03546,60,2,6,3,"Card Drafting, Hand Management, Set Collection, Tile Placement",,,,,https://boardgamegeek.com/boardgame/6249
939,Star Wars: The Queen's Gambit,7.55315,120,2,4,2,"Campaign / Battle Card Driven, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/939
171131,Captain Sonar,7.70717,60,2,8,8,"Grid Movement, Line Drawing, Partnerships, Role Playing, Secret Unit Deployment, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/171131
145928,Empire Engine,5.91071,30,2,4,3,"Action / Movement Programming, Simultaneous Action Selection, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/145928
63888,Innovation,7.24147,60,2,4,2,"Hand Management, Variable Phase Order",,,,,https://boardgamegeek.com/boardgame/63888
144826,Zombie 15',6.94438,15,2,4,4,"Action Point Allowance System, Co-operative Play, Grid Movement, Modular Board, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/144826
163166,One Night Ultimate Werewolf Daybreak,7.48463,10,3,7,7,"Role Playing, Variable Player Powers, Voting",,,,,https://boardgamegeek.com/boardgame/163166
173346,7 Wonders Duel,8.14576,30,2,2,2,"Card Drafting, Set Collection",,,,,https://boardgamegeek.com/boardgame/173346
151022,Baseball Highlights: 2045,7.63089,45,1,4,2,"Deck / Pool Building, Hand Management, Take That",,,,,https://boardgamegeek.com/boardgame/151022
176494,Isle of Skye: From Chieftain to King,7.48157,50,2,5,4,"Auction/Bidding, Set Collection, Tile Placement",,,,,https://boardgamegeek.com/boardgame/176494
158742,Yardmaster Express,5.85654,10,2,5,4,"Card Drafting, Set Collection",,,,,https://boardgamegeek.com/boardgame/158742
14102,Toss Up!,5.5771,15,2,6,4,"Dice Rolling, Press Your Luck, Set Collection",,,,,https://boardgamegeek.com/boardgame/14102
14105,Commands & Colors: Ancients,7.78049,60,2,2,2,"Campaign / Battle Card Driven, Dice Rolling, Hand Management, Hex-and-Counter, Modular Board",,,,,https://boardgamegeek.com/boardgame/14105
180040,Villages of Valeria,7.14838,60,1,5,3,"Hand Management, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/180040
66588,Wits & Wagers Family,6.94423,20,3,10,5,Betting/Wagering,,,,,https://boardgamegeek.com/boardgame/66588
90137,Blood Bowl: Team Manager  The Card Game,7.38121,90,2,4,4,"Area Control / Area Influence, Card Drafting, Deck / Pool Building, Dice Rolling, Hand Management",,,,,https://boardgamegeek.com/boardgame/90137
3931,Mare Nostrum,6.74819,120,3,5,5,"Area Control / Area Influence, Dice Rolling, Set Collection, Trading, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/3931
103877,Casa Grande,6.46801,45,2,4,4,"Pattern Building, Roll / Spin and Move",,,,,https://boardgamegeek.com/boardgame/103877
179572,Dice City,6.88052,60,1,4,2,"Dice Rolling, Take That, Worker Placement",,,,,https://boardgamegeek.com/boardgame/179572
125368,Dino Hunt Dice,5.8442,10,2,8,3,"Dice Rolling, Press Your Luck",,,,,https://boardgamegeek.com/boardgame/125368
172235,Schrdinger's Cats,6.12738,30,2,6,4,Player Elimination,,,,,https://boardgamegeek.com/boardgame/172235
40381,Masters Gallery,6.5964,30,2,5,4,"Commodity Speculation, Hand Management",,,,,https://boardgamegeek.com/boardgame/40381
125046,Fantastiqa,7.05209,60,2,4,2,"Deck / Pool Building, Hand Management, Partnerships, Point to Point Movement, Rock-Paper-Scissors, Set Collection",,,,,https://boardgamegeek.com/boardgame/125046
1829,Risk 2210 A.D.,6.70204,240,2,5,4,"Area Control / Area Influence, Area Movement, Auction/Bidding, Dice Rolling",,,,,https://boardgamegeek.com/boardgame/1829
172547,Queen's Architect,6.9261,60,2,4,4,"Point to Point Movement, Set Collection, Worker Placement",,,,,https://boardgamegeek.com/boardgame/172547
172546,Parfum,6.55295,45,2,4,4,"Card Drafting, Dice Rolling, Set Collection",,,,,https://boardgamegeek.com/boardgame/172546
144346,Mess Machine,5.70426,30,2,4,3,Action / Movement Programming,,,,,https://boardgamegeek.com/boardgame/144346
161108,Fleet Commander: 1  Ignition,7.85317,60,2,2,2,"Dice Rolling, Grid Movement, Hand Management, Secret Unit Deployment",,,,,https://boardgamegeek.com/boardgame/161108
144344,Rococo,7.5716,120,2,5,3,"Area Control / Area Influence, Card Drafting, Deck / Pool Building, Hand Management, Set Collection",,,,,https://boardgamegeek.com/boardgame/144344
133572,Munchkin Holiday Surprise,6.96886,90,3,6,4,"Dice Rolling, Hand Management, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/133572
192227,Swipe Out!,5.94667,20,0,0,,Pattern Building,,,,,https://boardgamegeek.com/boardgame/192227
80006,Mord im Arosa,6.59296,30,2,6,4,Memory,,,,,https://boardgamegeek.com/boardgame/80006
120605,Neuroshima: Convoy,6.79512,40,2,2,2,"Area Movement, Hand Management, Take That",,,,,https://boardgamegeek.com/boardgame/120605
175458,Bad Beets,5.75446,15,2,5,3,,,,,,https://boardgamegeek.com/boardgame/175458
153737,Ships,6.95872,120,2,4,4,"Action Point Allowance System, Area Control / Area Influence, Area Movement",,,,,https://boardgamegeek.com/boardgame/153737
164448,Ninja All-Stars,6.5526,90,2,4,2,"Dice Rolling, Grid Movement",,,,,https://boardgamegeek.com/boardgame/164448
160968,Homeland: The Game,6.74521,90,3,6,5,"Co-operative Play, Memory, Secret Unit Deployment, Voting",,,,,https://boardgamegeek.com/boardgame/160968
91514,Rhino Hero,7.01135,15,2,5,3,Hand Management,,,,,https://boardgamegeek.com/boardgame/91514
27588,Zooloretto,6.86262,45,2,5,4,"Set Collection, Tile Placement",,,,,https://boardgamegeek.com/boardgame/27588
146439,BattleLore (Second Edition),7.86535,90,2,2,2,"Campaign / Battle Card Driven, Dice Rolling, Grid Movement, Modular Board, Variable Player Powers",,,,,https://boardgamegeek.com/boardgame/146439
13258,Macao,2.90909,30,2,5,,"Memory, Press Your Luck",,,,,https://boardgamegeek.com/boardgame/13258
371,Mystery Rummy: Murders in the Rue Morgue,6.7272,40,2,4,2,"Hand Management, Partnerships, Set Collection",,,,,https://boardgamegeek.com/boardgame/371
170216,Blood Rage,8.07481,90,2,4,4,"Action Point Allowance System, Area Control / Area Influence, Area Movement, Card Drafting, Hand Management, Memory, Simultaneous Action Selection",,,,,https://boardgamegeek.com/boardgame/170216
827,Attila,6.50668,45,2,5,4,"Area Control / Area Influence, Stock Holding",,,,,https://boardgamegeek.com/boardgame/827
